PLine	Accession	peptide_count_EXP19_CYT_050316(searched:2016-05-09)	peptide_count_EXP19_NUC_050316(searched:2016-05-09)	NSAF_EXP19_CYT_050316(searched:2016-05-09)	NSAF_EXP19_NUC_050316(searched:2016-05-09)	EMPAI_EXP19_CYT_050316(searched:2016-05-09)	EMPAI_EXP19_NUC_050316(searched:2016-05-09)	spectral_count_EXP19_CYT_050316(searched:2016-05-09)	spectral_count_EXP19_NUC_050316(searched:2016-05-09)	seqcov_EXP19_CYT_050316(searched:2016-05-09)	seqcov_EXP19_NUC_050316(searched:2016-05-09)	description	occurrence	status	
P	Q92499	23	21	3.88E-04	5.16E-04	0.5848932	0.48936105	34	29	20.00%	17.30%	ATP-dependent RNA helicase DDX1 OS=Homo sapiens GN=DDX1 PE=1 SV=2 	2	1_1_	1_1_
P	tr|B4DV12|B4DV12_HUMAN	14	8	0.001323777	0.001033641	0.8836491	0.7179084	24	12	27.50%	23.50%	Ubiquitin OS=Homo sapiens GN=UBB PE=2 SV=1 	2	1_1_	1_1_
P	P26440	2	0	5.99E-05	0	0.38675582	0	3	0	14.20%	0	"Isovaleryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=IVD PE=1 SV=1 "	1	1_0_	1_0_
P	P63010	22	16	2.34E-04	2.39E-04	0.62929606	0.38675582	26	17	21.20%	14.20%	AP-2 complex subunit beta OS=Homo sapiens GN=AP2B1 PE=1 SV=1 	2	1_1_	1_1_
P	Q6YP21-3	9	0	2.01E-04	0	0.5100801	0	10	0	17.90%	0	Isoform 3 of Kynurenine--oxoglutarate transaminase 3 OS=Homo sapiens GN=CCBL2 	1	1_0_	1_0_
P	P63000	6	4	3.08E-04	3.43E-04	0.36458313	0.36458313	7	5	13.50%	13.50%	Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens GN=RAC1 PE=1 SV=1 	2	1_1_	1_1_
P	P12694	3	2	5.69E-05	5.92E-05	0.26765192	0.18032062	3	2	10.30%	7.20%	"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial OS=Homo sapiens GN=BCKDHA PE=1 SV=2 "	2	1_1_	1_1_
P	tr|H0YCW1|H0YCW1_HUMAN	0	1	0	6.69E-05	0	0.33967674	0	1	0	12.70%	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha (Fragment) OS=Homo sapiens GN=FNTA PE=2 SV=1 	1	0_1_	0_1_
P	tr|D6R9Y6|D6R9Y6_HUMAN	6	0	3.72E-04	0	0.6904409	0	6	0	22.80%	0	Septin-11 (Fragment) OS=Homo sapiens GN=SEPT11 PE=2 SV=1 	1	1_0_	1_0_
P	Q8N568-3	9	12	1.19E-04	2.52E-04	0.096478224	0.15877736	11	15	4.00%	6.40%	Isoform 3 of Serine/threonine-protein kinase DCLK2 OS=Homo sapiens GN=DCLK2 	2	1_1_	1_1_
P	Q8N568-2	9	12	1.21E-04	2.58E-04	0.09900582	0.1614486	11	15	4.10%	6.50%	Isoform 2 of Serine/threonine-protein kinase DCLK2 OS=Homo sapiens GN=DCLK2 	2	1_1_	1_1_
P	P63027	26	10	0.002691774	0.001249725	1.3933158	1.3933158	37	11	37.90%	37.90%	Vesicle-associated membrane protein 2 OS=Homo sapiens GN=VAMP2 PE=1 SV=3 	2	1_1_	1_1_
P	tr|F8W8S0|F8W8S0_HUMAN	11	3	1.59E-04	6.20E-05	0.633052	0.09395635	12	3	21.30%	3.90%	Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens GN=DYNC1I2 PE=2 SV=1 	2	1_1_	1_1_
P	Q92530	3	0	9.34E-05	0	0.55596566	0	3	0	19.20%	0	Proteasome inhibitor PI31 subunit OS=Homo sapiens GN=PSMF1 PE=1 SV=2 	1	1_0_	1_0_
P	P63220	1	6	1.02E-04	9.53E-04	0.64816236	0.89234364	1	6	21.70%	27.70%	40S ribosomal protein S21 OS=Homo sapiens GN=RPS21 PE=1 SV=1 	2	1_1_	1_1_
P	O43852-5	0	2	0	1.15E-04	0	0.21059811	0	2	0	8.30%	Isoform 5 of Calumenin OS=Homo sapiens GN=CALU 	1	0_1_	0_1_
P	O43852-3	23	2	7.84E-04	8.16E-05	2.2885165	0.14551294	30	2	51.70%	5.90%	Isoform 3 of Calumenin OS=Homo sapiens GN=CALU 	2	1_1_	1_1_
P	Q92520	7	0	4.83E-04	0	0.6595869	0	13	0	22.00%	0	Protein FAM3C OS=Homo sapiens GN=FAM3C PE=1 SV=1 	1	1_0_	1_0_
P	Q92522	0	1	0	1.24E-04	0	0.13762724	0	2	0	5.60%	Histone H1x OS=Homo sapiens GN=H1FX PE=1 SV=1 	1	0_1_	0_1_
P	tr|E5RFC0|E5RFC0_HUMAN	0	1	0	3.09E-05	0	0.061695576	0	1	0	2.60%	BEN domain-containing protein 7 OS=Homo sapiens GN=BEND7 PE=2 SV=1 	1	0_1_	0_1_
P	tr|D6RDX1|D6RDX1_HUMAN	7	1	2.34E-04	4.58E-05	1.1037784	0.30316675	8	1	32.30%	11.50%	Vesicular integral-membrane protein VIP36 (Fragment) OS=Homo sapiens GN=LMAN2 PE=2 SV=1 	2	1_1_	1_1_
P	O43852-6	0	2	0	9.95E-05	0	0.18032062	0	2	0	7.20%	Isoform 6 of Calumenin OS=Homo sapiens GN=CALU 	1	0_1_	0_1_
P	P63208	10	9	6.73E-04	9.70E-04	1.4717243	1.1727014	13	12	39.30%	33.70%	S-phase kinase-associated protein 1 OS=Homo sapiens GN=SKP1 PE=1 SV=2 	2	1_1_	1_1_
P	tr|B4DDD6|B4DDD6_HUMAN	18	0	6.44E-04	0	0.599558	0	31	0	20.40%	0	Drebrin-like protein OS=Homo sapiens GN=DBNL PE=2 SV=1 	1	1_0_	1_0_
P	tr|H0YMQ3|H0YMQ3_HUMAN	2	0	9.93E-05	0	0.33045447	0	2	0	12.40%	0	Low-density lipoprotein receptor (Fragment) OS=Homo sapiens GN=LDLR PE=4 SV=1 	1	1_0_	1_0_
P	Q92581-2	3	1	3.61E-05	1.88E-05	0.22461617	0.08642566	3	1	8.80%	3.60%	Isoform 2 of Sodium/hydrogen exchanger 6 OS=Homo sapiens GN=SLC9A6 	2	1_1_	1_1_
P	Q92581-3	3	1	3.90E-05	2.03E-05	0.24738348	0.09395635	3	1	9.60%	3.90%	Isoform 3 of Sodium/hydrogen exchanger 6 OS=Homo sapiens GN=SLC9A6 	2	1_1_	1_1_
P	tr|C9JDH9|C9JDH9_HUMAN	0	1	0	8.90E-05	0	0.30316675	0	1	0	11.50%	Serine/threonine-protein kinase 25 (Fragment) OS=Homo sapiens GN=STK25 PE=2 SV=1 	1	0_1_	0_1_
P	Q92504	5	0	1.08E-04	0	0.30316675	0	6	0	11.50%	0	Zinc transporter SLC39A7 OS=Homo sapiens GN=SLC39A7 PE=1 SV=2 	1	1_0_	1_0_
P	tr|H3BVE0|H3BVE0_HUMAN	1	0	3.39E-05	0	0.15877736	0	1	0	6.40%	0	BolA-like protein 2 (Fragment) OS=Homo sapiens GN=BOLA2 PE=3 SV=1 	1	1_0_	1_0_
P	P53701	3	0	9.45E-05	0	0.13762724	0	3	0	5.60%	0	Cytochrome c-type heme lyase OS=Homo sapiens GN=HCCS PE=1 SV=1 	1	1_0_	1_0_
P	tr|J3QKP5|J3QKP5_HUMAN	13	1	8.91E-04	7.32E-05	1.2080047	0.22743917	19	1	34.40%	8.90%	Fructose-bisphosphate aldolase C (Fragment) OS=Homo sapiens GN=ALDOC PE=2 SV=2 	2	1_1_	1_1_
P	tr|J3QL15|J3QL15_HUMAN	5	4	4.62E-04	6.18E-04	0.38356638	0.35831344	7	6	14.10%	13.30%	Ribosomal protein L19 (Fragment) OS=Homo sapiens GN=RPL19 PE=2 SV=1 	2	1_1_	1_1_
P	tr|Q5TE64|Q5TE64_HUMAN	3	0	1.23E-04	0	0.11943793	0	3	0	4.90%	0	Bcl-2-like protein 1 (Fragment) OS=Homo sapiens GN=BCL2L1 PE=2 SV=1 	1	1_0_	1_0_
P	tr|K7ENA8|K7ENA8_HUMAN	1	2	2.92E-05	1.37E-04	0.13501084	0.22179961	1	3	5.50%	8.70%	Eukaryotic translation initiation factor 3 subunit G (Fragment) OS=Homo sapiens GN=EIF3G PE=2 SV=1 	2	1_1_	1_1_
P	P43897	2	0	7.79E-05	0	0.4962356	0	3	0	17.50%	0	"Elongation factor Ts, mitochondrial OS=Homo sapiens GN=TSFM PE=1 SV=2 "	1	1_0_	1_0_
P	P20366	3	2	1.96E-04	2.04E-04	0.64816236	0.61808	3	2	21.70%	20.90%	Protachykinin-1 OS=Homo sapiens GN=TAC1 PE=1 SV=1 	2	1_1_	1_1_
P	Q9UQ13-2	2	2	3.15E-05	4.92E-05	0.05681753	0.05681753	2	2	2.40%	2.40%	Isoform 2 of Leucine-rich repeat protein SHOC-2 OS=Homo sapiens GN=SHOC2 	2	1_1_	1_1_
P	tr|Q7Z6V1|Q7Z6V1_HUMAN	1	0	5.11E-05	0	0.26765192	0	1	0	10.30%	0	Plasma alpha-L-fucosidase OS=Homo sapiens GN=FUCA2 PE=2 SV=1 	1	1_0_	1_0_
P	P51665	11	4	4.43E-04	1.63E-04	0.48936105	0.48936105	17	4	17.30%	17.30%	26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens GN=PSMD7 PE=1 SV=2 	2	1_1_	1_1_
P	P51668	1	0	5.74E-05	0	0.32434154	0	1	0	12.20%	0	Ubiquitin-conjugating enzyme E2 D1 OS=Homo sapiens GN=UBE2D1 PE=1 SV=1 	1	1_0_	1_0_
P	tr|C9K0J5|C9K0J5_HUMAN	2	0	1.94E-05	0	0.05681753	0	3	0	2.40%	0	"Ras association (RalGDS/AF-6) and pleckstrin homology domains 1, isoform CRA_b OS=Homo sapiens GN=RAPH1 PE=2 SV=1 "	1	1_0_	1_0_
P	P51693	3	0	3.89E-05	0	0.1561122	0	3	0	6.30%	0	Amyloid-like protein 1 OS=Homo sapiens GN=APLP1 PE=1 SV=3 	1	1_0_	1_0_
P	P20340	10	5	4.06E-04	3.17E-04	1.3173947	0.42560756	10	5	36.50%	15.40%	Ras-related protein Rab-6A OS=Homo sapiens GN=RAB6A PE=1 SV=3 	2	1_1_	1_1_
P	Q9H0S4-2	0	1	0	3.25E-05	0	0.07646525	0	1	0	3.20%	Isoform 2 of Probable ATP-dependent RNA helicase DDX47 OS=Homo sapiens GN=DDX47 	1	0_1_	0_1_
P	O14787-2	3	0	2.85E-05	0	0.08143401	0	3	0	3.40%	0	Isoform 2 of Transportin-2 OS=Homo sapiens GN=TNPO2 	1	1_0_	1_0_
P	P20337	13	0	7.71E-04	0	0.6218101	0	20	0	21.00%	0	Ras-related protein Rab-3B OS=Homo sapiens GN=RAB3B PE=1 SV=2 	1	1_0_	1_0_
P	P20336	6	0	2.30E-04	0	0.7782794	0	6	0	25.00%	0	Ras-related protein Rab-3A OS=Homo sapiens GN=RAB3A PE=1 SV=1 	1	1_0_	1_0_
P	tr|B4DJ81|B4DJ81_HUMAN	23	10	3.73E-04	2.80E-04	0.9543395	0.4421153	27	13	29.10%	15.90%	"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens GN=NDUFS1 PE=2 SV=1 "	2	1_1_	1_1_
P	P20339	10	4	4.71E-04	2.45E-04	0.7100153	0.503142	12	4	23.30%	17.70%	Ras-related protein Rab-5A OS=Homo sapiens GN=RAB5A PE=1 SV=2 	2	1_1_	1_1_
P	P20338	10	0	3.87E-04	0	1.5061095	0	10	0	39.90%	0	Ras-related protein Rab-4A OS=Homo sapiens GN=RAB4A PE=1 SV=3 	1	1_0_	1_0_
P	Q3MHD2-2	0	1	0	6.66E-05	0	0.16412604	0	1	0	6.60%	Isoform 2 of Protein LSM12 homolog OS=Homo sapiens GN=LSM12 	1	0_1_	0_1_
P	Reverse_tr|Q6PJI1|Q6PJI1_HUMAN	1	0	9.27E-05	0	1.1379621	0	1	0	33.00%	0	KIF9 protein OS=Homo sapiens GN=KIF9 PE=4 SV=1 	1	1_0_	1_0_
P	P51687	1	0	3.10E-05	0	0.13501084	0	2	0	5.50%	0	"Sulfite oxidase, mitochondrial OS=Homo sapiens GN=SUOX PE=1 SV=2 "	1	1_0_	1_0_
P	P53779	3	0	5.46E-05	0	0.20226443	0	3	0	8.00%	0	Mitogen-activated protein kinase 10 OS=Homo sapiens GN=MAPK10 PE=1 SV=2 	1	1_0_	1_0_
P	tr|F8WCP6|F8WCP6_HUMAN	34	2	2.17E-04	1.57E-05	0.5170504	0.0519619	43	2	18.10%	2.20%	Kinesin-like protein KIF21A OS=Homo sapiens GN=KIF21A PE=2 SV=1 	2	1_1_	1_1_
P	tr|E5RH35|E5RH35_HUMAN	1	0	6.49E-05	0	0.3273945	0	1	0	12.30%	0	Carboxypeptidase Q (Fragment) OS=Homo sapiens GN=CPQ PE=2 SV=1 	1	1_0_	1_0_
P	Q9NZD8-2	4	0	1.80E-04	0	0.37720942	0	6	0	13.90%	0	Isoform 2 of Maspardin OS=Homo sapiens GN=SPG21 	1	1_0_	1_0_
P	tr|Q5T277|Q5T277_HUMAN	2	0	1.06E-04	0	0.24165225	0	2	0	9.40%	0	Kynurenine--oxoglutarate transaminase 1 (Fragment) OS=Homo sapiens GN=CCBL1 PE=2 SV=1 	1	1_0_	1_0_
P	P04181	20	4	4.81E-04	1.50E-04	1.6977394	0.15345323	25	5	43.10%	6.20%	"Ornithine aminotransferase, mitochondrial OS=Homo sapiens GN=OAT PE=1 SV=1 "	2	1_1_	1_1_
P	Q8IXS6-2	4	0	1.03E-04	0	0.10662377	0	5	0	4.40%	0	Isoform 2 of Paralemmin-2 OS=Homo sapiens GN=PALM2 	1	1_0_	1_0_
P	P51659	16	17	2.29E-04	3.40E-04	0.62554884	0.70608246	20	19	21.10%	23.20%	Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens GN=HSD17B4 PE=1 SV=3 	2	1_1_	1_1_
P	Reverse_sp|Q14103-4|HNRPD_HUMAN	1	0	2.94E-05	0	0.19398808	0	1	0	7.70%	0	Isoform 4 of Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens GN=HNRNPD 	1	1_0_	1_0_
P	tr|E9PH70|E9PH70_HUMAN	0	5	0	5.05E-05	0	0.071519256	0	5	0	3.00%	Kinase D-interacting substrate of 220 kDa (Fragment) OS=Homo sapiens GN=KIDINS220 PE=2 SV=1 	1	0_1_	0_1_
P	P51648	2	0	3.48E-05	0	0.22743917	0	2	0	8.90%	0	Fatty aldehyde dehydrogenase OS=Homo sapiens GN=ALDH3A2 PE=1 SV=1 	1	1_0_	1_0_
P	P51649	14	0	3.00E-04	0	1.0701413	0	19	0	31.60%	0	"Succinate-semialdehyde dehydrogenase, mitochondrial OS=Homo sapiens GN=ALDH5A1 PE=1 SV=2 "	1	1_0_	1_0_
P	tr|B1AL69|B1AL69_HUMAN	1	0	2.74E-05	0	0.1428783	0	1	0	5.80%	0	Hsp90 co-chaperone Cdc37-like 1 OS=Homo sapiens GN=CDC37L1 PE=2 SV=1 	1	1_0_	1_0_
P	Reverse_tr|B4DDH6|B4DDH6_HUMAN	0	1	0	3.84E-05	0	0.16680968	0	1	0	6.70%	Ceroid-lipofuscinosis neuronal protein 6 OS=Homo sapiens GN=CLN6 PE=2 SV=1 	1	0_1_	0_1_
P	P16949-2	17	5	0.001212511	5.30E-04	1.2130947	0.4859357	25	7	34.50%	17.20%	Isoform 2 of Stathmin OS=Homo sapiens GN=STMN1 	2	1_1_	1_1_
P	tr|F5H1H0|F5H1H0_HUMAN	0	30	0	3.89E-04	0	0.58854675	0	37	0	20.10%	Neural cell adhesion molecule L1 OS=Homo sapiens GN=L1CAM PE=2 SV=1 	1	0_1_	0_1_
P	tr|V9GYF4|V9GYF4_HUMAN	0	2	0	1.97E-04	0	0.25025904	0	2	0	9.70%	Target of Myb protein 1 (Fragment) OS=Homo sapiens GN=TOM1 PE=4 SV=1 	1	0_1_	0_1_
P	tr|H3BQJ5|H3BQJ5_HUMAN	1	0	3.91E-05	0	0.22461617	0	1	0	8.80%	0	Nucleolar protein 3 (Fragment) OS=Homo sapiens GN=NOL3 PE=4 SV=2 	1	1_0_	1_0_
P	P07101-4	4	2	1.01E-04	5.26E-05	0.096478224	0.096478224	6	2	4.00%	4.00%	Isoform 4 of Tyrosine 3-monooxygenase OS=Homo sapiens GN=TH 	2	1_1_	1_1_
P	P07101-2	4	2	9.66E-05	5.03E-05	0.09144032	0.09144032	6	2	3.80%	3.80%	Isoform 1 of Tyrosine 3-monooxygenase OS=Homo sapiens GN=TH 	2	1_1_	1_1_
P	P07101-3	4	2	1.02E-04	5.30E-05	0.096478224	0.096478224	6	2	4.00%	4.00%	Isoform 2 of Tyrosine 3-monooxygenase OS=Homo sapiens GN=TH 	2	1_1_	1_1_
P	tr|F5H241|F5H241_HUMAN	0	1	0	3.12E-05	0	0.1324004	0	1	0	5.40%	Glucosylceramidase OS=Homo sapiens GN=GBA PE=2 SV=1 	1	0_1_	0_1_
P	tr|E9PPJ0|E9PPJ0_HUMAN	2	9	2.88E-05	1.35E-04	0.09900582	0.35518944	3	9	4.10%	13.20%	Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=2 SV=1 	2	1_1_	1_1_
P	tr|E9PLD2|E9PLD2_HUMAN	2	0	8.66E-05	0	0.15345323	0	2	0	6.20%	0	Mitochondrial fission regulator 1-like OS=Homo sapiens GN=MTFR1L PE=2 SV=1 	1	1_0_	1_0_
P	tr|Q15136|Q15136_HUMAN	0	1	0	6.37E-05	0	0.1428783	0	1	0	5.80%	Protein kinase A-alpha (Fragment) OS=Homo sapiens GN=KIN27 PE=2 SV=1 	1	0_1_	0_1_
P	tr|C9JXQ9|C9JXQ9_HUMAN	3	0	4.22E-04	0	0.67880404	0	4	0	22.50%	0	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 OS=Homo sapiens GN=NDUFB4 PE=2 SV=1 	1	1_0_	1_0_
P	P51610	1	18	8.29E-06	1.49E-04	0.018591404	0.19674051	2	23	0.80%	7.80%	Host cell factor 1 OS=Homo sapiens GN=HCFC1 PE=1 SV=2 	2	1_1_	1_1_
P	P40763-2	27	7	3.51E-04	1.37E-04	0.7823788	0.1694994	32	8	25.10%	6.80%	Isoform Del-701 of Signal transducer and activator of transcription 3 OS=Homo sapiens GN=STAT3 	2	1_1_	1_1_
P	tr|E9PPG9|E9PPG9_HUMAN	3	5	1.56E-04	3.64E-04	0.46554792	0.46554792	4	6	16.60%	16.60%	mRNA export factor OS=Homo sapiens GN=RAE1 PE=2 SV=1 	2	1_1_	1_1_
P	P55884	8	5	8.29E-05	9.71E-05	0.2705741	0.23879659	8	6	10.40%	9.30%	Eukaryotic translation initiation factor 3 subunit B OS=Homo sapiens GN=EIF3B PE=1 SV=3 	2	1_1_	1_1_
P	Q6ZMI0	3	2	4.33E-05	3.38E-05	0.15345323	0.05681753	4	2	6.20%	2.40%	Protein phosphatase 1 regulatory subunit 21 OS=Homo sapiens GN=PPP1R21 PE=1 SV=1 	2	1_1_	1_1_
P	P51608	0	8	0	2.44E-04	0	0.40604758	0	9	0	14.80%	Methyl-CpG-binding protein 2 OS=Homo sapiens GN=MECP2 PE=1 SV=1 	1	0_1_	0_1_
P	P48047	15	3	6.74E-04	2.47E-04	0.8323144	0.39958727	17	4	26.30%	14.60%	"ATP synthase subunit O, mitochondrial OS=Homo sapiens GN=ATP5O PE=1 SV=1 "	2	1_1_	1_1_
P	tr|E9PF10|E9PF10_HUMAN	0	2	0	1.99E-05	0	0.049542427	0	2	0	2.10%	Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=2 SV=1 	1	0_1_	0_1_
P	P26378	30	43	7.77E-04	0.002011519	1.3659198	1.5585859	35	58	37.40%	40.80%	ELAV-like protein 4 OS=Homo sapiens GN=ELAVL4 PE=1 SV=2 	2	1_1_	1_1_
P	P04216	3	0	1.57E-04	0	0.25602996	0	3	0	9.90%	0	Thy-1 membrane glycoprotein OS=Homo sapiens GN=THY1 PE=1 SV=2 	1	1_0_	1_0_
P	P04222	4	0	1.15E-04	0	0.2705741	0	5	0	10.40%	0	"HLA class I histocompatibility antigen, Cw-3 alpha chain OS=Homo sapiens GN=HLA-C PE=1 SV=2 "	1	1_0_	1_0_
P	P26358	0	2	0	1.63E-05	0	0.054386854	0	2	0	2.30%	DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens GN=DNMT1 PE=1 SV=2 	1	0_1_	0_1_
P	Q5D862	0	1	0	5.51E-06	0	0.011579514	0	1	0	0.50%	Filaggrin-2 OS=Homo sapiens GN=FLG2 PE=1 SV=1 	1	0_1_	0_1_
P	tr|E9PP15|E9PP15_HUMAN	1	0	3.69E-05	0	0.11173177	0	2	0	4.60%	0	Low-density lipoprotein receptor-related protein 8 OS=Homo sapiens GN=LRP8 PE=2 SV=1 	1	1_0_	1_0_
P	Q13505-3	1	0	2.66E-05	0	0.12201846	0	1	0	5.00%	0	Isoform 3 of Metaxin-1 OS=Homo sapiens GN=MTX1 	1	1_0_	1_0_
P	Q13505-2	1	0	1.94E-05	0	0.08893013	0	1	0	3.70%	0	Isoform 2 of Metaxin-1 OS=Homo sapiens GN=MTX1 	1	1_0_	1_0_
P	P26368	6	34	1.95E-04	0.00158147	0.11173177	2.0338912	11	57	4.60%	48.20%	Splicing factor U2AF 65 kDa subunit OS=Homo sapiens GN=U2AF2 PE=1 SV=4 	2	1_1_	1_1_
P	Q92896-2	7	3	5.61E-05	3.29E-05	0.07646525	0.08143401	8	3	3.20%	3.40%	Isoform 2 of Golgi apparatus protein 1 OS=Homo sapiens GN=GLG1 	2	1_1_	1_1_
P	Q92896-3	7	3	5.66E-05	3.32E-05	0.07646525	0.08143401	8	3	3.20%	3.40%	Isoform 3 of Golgi apparatus protein 1 OS=Homo sapiens GN=GLG1 	2	1_1_	1_1_
P	P06396	24	6	3.99E-04	1.35E-04	0.61435854	0.23594749	37	8	20.80%	9.20%	Gelsolin OS=Homo sapiens GN=GSN PE=1 SV=1 	2	1_1_	1_1_
P	P26374	1	0	1.29E-05	0	0.09900582	0	1	0	4.10%	0	Rab proteins geranylgeranyltransferase component A 2 OS=Homo sapiens GN=CHML PE=1 SV=2 	1	1_0_	1_0_
P	P26373	8	11	4.00E-04	9.37E-04	0.40281367	0.6710906	10	15	14.70%	22.30%	60S ribosomal protein L13 OS=Homo sapiens GN=RPL13 PE=1 SV=4 	2	1_1_	1_1_
P	P04259	0	11	0	3.27E-04	0	0.32434154	0	14	0	12.20%	"Keratin, type II cytoskeletal 6B OS=Homo sapiens GN=KRT6B PE=1 SV=5 "	1	0_1_	0_1_
P	tr|H0YJ10|H0YJ10_HUMAN	2	0	1.85E-04	0	0.35518944	0	2	0	13.20%	0	Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=1 	1	1_0_	1_0_
P	P04264	42	38	7.21E-04	0.001002744	2.1405087	1.7039585	55	49	49.70%	43.20%	"Keratin, type II cytoskeletal 1 OS=Homo sapiens GN=KRT1 PE=1 SV=6 "	2	1_1_	1_1_
P	P53680	6	5	3.57E-04	4.64E-04	0.21618605	0.79473364	6	5	8.50%	25.40%	AP-2 complex subunit sigma OS=Homo sapiens GN=AP2S1 PE=1 SV=2 	2	1_1_	1_1_
P	tr|G3V538|G3V538_HUMAN	1	0	5.41E-05	0	0.23026884	0	1	0	9.00%	0	Echinoderm microtubule-associated protein-like 1 (Fragment) OS=Homo sapiens GN=EML1 PE=2 SV=1 	1	1_0_	1_0_
P	P30626-2	6	0	2.77E-04	0	0.31825674	0	6	0	12.00%	0	Isoform 2 of Sorcin OS=Homo sapiens GN=SRI 	1	1_0_	1_0_
P	P28370-2	0	2	0	2.53E-05	0	0.032761455	0	2	0	1.40%	Isoform 2 of Probable global transcription activator SNF2L1 OS=Homo sapiens GN=SMARCA1 	1	0_1_	0_1_
P	tr|I3L3V9|I3L3V9_HUMAN	3	0	1.63E-04	0	0.19398808	0	4	0	7.70%	0	Ethanolamine-phosphate cytidylyltransferase (Fragment) OS=Homo sapiens GN=PCYT2 PE=4 SV=1 	1	1_0_	1_0_
P	tr|E7EUA0|E7EUA0_HUMAN	0	1	0	3.03E-05	0	0.054386854	0	1	0	2.30%	Nexilin (Fragment) OS=Homo sapiens GN=NEXN PE=2 SV=1 	1	0_1_	0_1_
P	Q96M27-3	2	1	3.65E-05	2.85E-05	0.071519256	0.071519256	2	1	3.00%	3.00%	Isoform 3 of Protein PRRC1 OS=Homo sapiens GN=PRRC1 	2	1_1_	1_1_
P	Q96M27-2	2	1	3.64E-05	2.84E-05	0.071519256	0.071519256	2	1	3.00%	3.00%	Isoform 2 of Protein PRRC1 OS=Homo sapiens GN=PRRC1 	2	1_1_	1_1_
P	tr|H0YK33|H0YK33_HUMAN	1	0	9.27E-05	0	0.38995266	0	1	0	14.30%	0	CREB-regulated transcription coactivator 3 OS=Homo sapiens GN=CRTC3 PE=2 SV=1 	1	1_0_	1_0_
P	tr|H3BSJ5|H3BSJ5_HUMAN	1	0	2.98E-05	0	0.18576872	0	1	0	7.40%	0	"Ubiquinone biosynthesis protein COQ9, mitochondrial OS=Homo sapiens GN=COQ9 PE=2 SV=1 "	1	1_0_	1_0_
P	tr|F8VXL2|F8VXL2_HUMAN	10	0	0.002693322	0	2.74973	0	15	0	57.40%	0	"Dynein light chain 1, cytoplasmic OS=Homo sapiens GN=DYNLL1 PE=2 SV=1 "	1	1_0_	1_0_
P	tr|H7C044|H7C044_HUMAN	0	2	0	1.17E-04	0	0.18850219	0	2	0	7.50%	Eukaryotic translation initiation factor 4 gamma 1 (Fragment) OS=Homo sapiens GN=EIF4G1 PE=4 SV=1 	1	0_1_	0_1_
P	tr|E7EV99|E7EV99_HUMAN	22	29	3.61E-04	8.34E-04	1.0183663	1.6730065	27	40	30.50%	42.70%	Alpha-adducin OS=Homo sapiens GN=ADD1 PE=2 SV=1 	2	1_1_	1_1_
P	tr|E5RIJ3|E5RIJ3_HUMAN	1	0	1.24E-04	0	0.9678863	0	1	0	29.40%	0	Tumor necrosis factor alpha-induced protein 8 (Fragment) OS=Homo sapiens GN=TNFAIP8 PE=2 SV=1 	1	1_0_	1_0_
P	P63173	6	10	7.23E-04	0.001882703	1.2750974	1.2750974	6	10	35.70%	35.70%	60S ribosomal protein L38 OS=Homo sapiens GN=RPL38 PE=1 SV=2 	2	1_1_	1_1_
P	tr|J3KN18|J3KN18_HUMAN	0	4	0	1.32E-04	0	0.14551294	0	6	0	5.90%	Cytoplasmic polyadenylation element-binding protein 2 OS=Homo sapiens GN=CPEB2 PE=2 SV=1 	1	0_1_	0_1_
P	Q92581	0	1	0	1.97E-05	0	0.08893013	0	1	0	3.70%	Sodium/hydrogen exchanger 6 OS=Homo sapiens GN=SLC9A6 PE=1 SV=2 	1	0_1_	0_1_
P	Q5W0V3	2	0	2.21E-05	0	0.13501084	0	2	0	5.50%	0	Protein FAM160B1 OS=Homo sapiens GN=FAM160B1 PE=2 SV=1 	1	1_0_	1_0_
P	P63167	10	16	0.001422316	0.003998099	1.0090928	2.6475399	15	27	30.30%	56.20%	"Dynein light chain 1, cytoplasmic OS=Homo sapiens GN=DYNLL1 PE=1 SV=1 "	2	1_1_	1_1_
P	P63162	0	1	0	5.49E-05	0	0.22461617	0	1	0	8.80%	Small nuclear ribonucleoprotein-associated protein N OS=Homo sapiens GN=SNRPN PE=1 SV=1 	1	0_1_	0_1_
P	P63172	5	4	4.48E-04	9.33E-04	0.4421153	0.4421153	6	8	15.90%	15.90%	Dynein light chain Tctex-type 1 OS=Homo sapiens GN=DYNLT1 PE=1 SV=1 	2	1_1_	1_1_
